Date;BTC amount;Channel;Donor;USD amount
2018-04-26 20:07:03;0.01035696;Count Dankula;[ScriptHashAddress(3JzvEy64J63pDv7KjyKsVzupMgKcwdgQU4)];96.1022059476
2018-04-28 21:51:21;0.0005;Count Dankula;[PubkeyHashAddress(1AoXstBcGgQHRgTFV62CDGkeEQwVV44YjR)];4.67123565
2018-04-30 00:41:37;2e-05;Count Dankula;[PubkeyHashAddress(18ib6q3TFkHPPsobv8L4u8Fmh3pjdPPqyr)];0.18488645
2018-05-09 03:25:16;0.0022;Count Dankula;[PubkeyHashAddress(19N5t4SRC4NiVC1k1xTxJ5e5aGjBcdvq3X)];20.473200000000002
2018-03-02 04:01:12;0.0045;Count Dankula;[WitnessPubkeyAddress(bc1q84gd6xk8kvlugfwdyq606dk94g4lpfnkg4c98n)];49.58784585
2018-03-20 15:25:41;0.00164;Count Dankula;[ScriptHashAddress(3Gvgchqy3E3Mb2QVyYepcMutsGvZUvdRgM)];14.622082232
2018-01-11 19:05:01;0.00085973;PeterSweden;[PubkeyHashAddress(1M23RtQhJ3cCF9ymzbZpGXeSqtaBWiQcVz)];11.4234560398
2018-01-14 08:38:44;0.0011;PeterSweden;[PubkeyHashAddress(1PdAWZACUqWuqiarAQ22UvP3itU717Q6sa)];14.980931680000001
2018-01-14 19:26:59;0.00514791;PeterSweden;[PubkeyHashAddress(17TCPSTQsUwM58kdhwkVGtBXqBt5b3KopU), PubkeyHashAddress(17TCPSTQsUwM58kdhwkVGtBXqBt5b3KopU), PubkeyHashAddress(17TCPSTQsUwM58kdhwkVGtBXqBt5b3KopU)];70.109534549808
2018-01-17 20:09:00;0.1;PeterSweden;[PubkeyHashAddress(1315q2aQv8vaRsHzaVsAgKLVUe4mt2kDDR), PubkeyHashAddress(166Qb8Tqy6QveNHssrQpnLuZsqjUp4rWzj)];1114.12488
2018-04-22 02:18:53;0.00056504;PeterSweden;[PubkeyHashAddress(1BwdaPEyxL9AJ8ayuDerDJyKjQ51Yhd1fy)];4.968300663200001
2017-12-09 01:55:23;0.05;Apollonian Germ;[PubkeyHashAddress(1b88pehWHFPRknHLJLWYhS1kw8okG7HiJ)];745.67019
2017-02-17 23:27:51;0.03;Black Pilled;[PubkeyHashAddress(1NzkfuiijpGxMZaZNSxKGftnAxFGcdGJs)];31.593674999999998
2017-03-03 20:23:17;6.922e-05;Black Pilled;[PubkeyHashAddress(18gDHz8LqoD5R5bXtdqzpcXa3XBhD9ShEb)];0.08934820692
2017-03-06 09:01:20;3.203e-05;Black Pilled;[PubkeyHashAddress(18xtnHibHUq525qxqze7q4cuFoYHazu6WN)];0.04102620204
2017-03-08 04:21:03;0.00023615;Black Pilled;[PubkeyHashAddress(19hBc1hKGf73wyYUqYYUzqLuCSHZkkayet)];0.27168608815
2017-03-09 07:49:05;0.00013133;Black Pilled;[PubkeyHashAddress(1MRCBmttj8429xnVXUNckJxKqDPgdSh3oD)];0.15652106395
2017-03-10 09:08:22;8.961e-05;Black Pilled;[PubkeyHashAddress(1LVZ3pCAXn3oHbe2WyPfBqBgDDfcsSjqGa)];0.10009661025000001
2017-03-11 04:53:05;8.386e-05;Black Pilled;[PubkeyHashAddress(1FtwWXqCUXjkmGeCVXu8XaxYSMYPTgBwB5)];0.0990927497
2017-03-12 06:53:33;0.00011187;Black Pilled;[PubkeyHashAddress(1BRFTjbucpqQ8tJbCVtvrh626D7m69N4vy)];0.13754472435
2017-03-13 04:16:30;9.093e-05;Black Pilled;[PubkeyHashAddress(1LuBZTTRJq3vhNPWXPsYUDhHFnxmgdHpAS)];0.11304799505999999
2017-03-15 07:02:48;6.64e-05;Black Pilled;[PubkeyHashAddress(13FPHh6Jwrux7ThGRG9WyuE8ukQC1eC4kt)];0.0836375064
2017-03-18 06:42:50;0.00010171;Black Pilled;[PubkeyHashAddress(1L9yAyMKreZVF2WmWANHJCiui8Roh9BmLv)];0.09871952258
2017-03-19 06:33:17;7.918e-05;Black Pilled;[PubkeyHashAddress(1JJh79SqjgBRiBRu9XBQJm5mEiVFsP96B5)];0.08058940399999999
2017-05-29 03:31:14;0.00044996;Black Pilled;[PubkeyHashAddress(1KqNQeEDW3LBZR5vkzKE5nQt4MFtp4WuDe)];1.0303499052
2017-06-03 13:23:50;0.00033697;Black Pilled;[PubkeyHashAddress(1Q5UXrB9FG83bPsvxLmiFiMXfH7ZGbPpfZ)];0.861178660986
2017-06-04 19:49:57;8.666e-05;Black Pilled;[PubkeyHashAddress(15rxnLMV5viYKQTLYf5MQy96iKpyohRhqX)];0.221226410608
2017-06-11 10:29:53;0.00032361;Black Pilled;[PubkeyHashAddress(1G4YddbduKsK1xzaYrAs3HYMEKKNWMmVas)];0.97683134745
2017-06-12 04:43:12;8.082e-05;Black Pilled;[PubkeyHashAddress(1JPqUehmaupKhqCvgxEedLLWThirsqkehF)];0.21680732789999999
2017-08-20 09:34:07;7.865e-05;Black Pilled;[PubkeyHashAddress(1341EKNCkwKJKsSip9nzJTAKw7dLTqkT9m)];0.323347453
2017-09-02 06:31:51;6.712e-05;Black Pilled;[PubkeyHashAddress(184HYpEMMabGTdpjBHyStmNtVToZidof9h)];0.311703602
2018-03-16 03:33:35;0.015;Black Pilled;[PubkeyHashAddress(1AdQz4hPF54n7mV5oARMWUzEZKs3FJFk5D)];124.03991249999999
2018-03-18 09:59:26;0.0001;Black Pilled;[PubkeyHashAddress(1Nt3TQ2dwsixhxUA8drurZ6nwnzz9vB3Po), PubkeyHashAddress(1Nt3TQ2dwsixhxUA8drurZ6nwnzz9vB3Po)];0.81960225
2018-03-27 20:05:28;0.000127;Black Pilled;[WitnessPubkeyAddress(bc1qqdd9v5dv0pxya8unwryc7dz0n3qjgsnp76n96v)];0.9893500025
2018-04-02 03:13:01;0.00072;Black Pilled;[ScriptHashAddress(344j9hG5nVtF6BPBZEM9Ho2rA58WeNEUEZ)];5.075851536000001
2018-04-03 19:11:06;0.000268;Black Pilled;[WitnessPubkeyAddress(bc1qvsjqy0d08wj42s88wpts9utpsuehhslkfwv3pq)];1.98799385
2018-04-15 05:52:42;0.00108099;Black Pilled;[PubkeyHashAddress(1P2wYnk2eUUgMKfNBWDTTvFE3qrmmgjkDC)];9.033873967125
2018-05-13 13:42:00;0.00058242;Black Pilled;[ScriptHashAddress(33BWT8UgM3mwKs1p3UrytEn4oVoYrABFBq)];5.060081733696
2017-08-03 15:56:02;0.095;Tim Pool;[ScriptHashAddress(3ML3yyQivKtEfvxuEPrHQ5xA8FpkUma1Vk), ScriptHashAddress(3ML3yyQivKtEfvxuEPrHQ5xA8FpkUma1Vk), ScriptHashAddress(3ML3yyQivKtEfvxuEPrHQ5xA8FpkUma1Vk), ScriptHashAddress(33k3j73QnDb6wA7DbBvk5rU4gSBRNNgaeJ), ScriptHashAddress(3ML3yyQivKtEfvxuEPrHQ5xA8FpkUma1Vk), ScriptHashAddress(3ML3yyQivKtEfvxuEPrHQ5xA8FpkUma1Vk), ScriptHashAddress(3ML3yyQivKtEfvxuEPrHQ5xA8FpkUma1Vk), ScriptHashAddress(3ML3yyQivKtEfvxuEPrHQ5xA8FpkUma1Vk), ScriptHashAddress(3ML3yyQivKtEfvxuEPrHQ5xA8FpkUma1Vk), ScriptHashAddress(3ML3yyQivKtEfvxuEPrHQ5xA8FpkUma1Vk), ScriptHashAddress(3ML3yyQivKtEfvxuEPrHQ5xA8FpkUma1Vk), ScriptHashAddress(3ML3yyQivKtEfvxuEPrHQ5xA8FpkUma1Vk)];267.3643235
2017-08-08 20:36:41;0.59969;Tim Pool;[PubkeyHashAddress(1G2NpXPU9Gx2eEnYxNBSDXrsrjqKWM3KGm)];2070.8270196249996
2017-08-10 21:36:35;0.087;Tim Pool;[PubkeyHashAddress(1BfGBuET9j8V6SKcVfuDvo2asyRH4BF9TR)];299.73936
2017-08-12 00:49:49;1.5435;Tim Pool;[PubkeyHashAddress(15JAvSEd1Mc6tze8etyAfEaoLXiRHcC61h)];6046.8909228
2017-08-17 22:15:32;0.35;Tim Pool;[PubkeyHashAddress(1J37CY8hcdUXQ1KfBhMCsUVafa8XjDsdCn)];1510.719
2017-08-31 21:34:08;0.03;Tim Pool;[ScriptHashAddress(3ML3yyQivKtEfvxuEPrHQ5xA8FpkUma1Vk), ScriptHashAddress(3ML3yyQivKtEfvxuEPrHQ5xA8FpkUma1Vk), ScriptHashAddress(3ML3yyQivKtEfvxuEPrHQ5xA8FpkUma1Vk)];142.946025
2017-09-03 12:56:14;0.0001;Tim Pool;[PubkeyHashAddress(1LwXiKY4CpGgH4dk8KEGw3x4yjkTJuZBiZ)];0.4631695
